AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleRightX,AnkleRightY,AnkleRightZ,KneeLeftX,KneeLeftY,KneeLeftZ,KneeRightX,KneeRightY,KneeRightZ,HipLeftX,HipLeftY,HipLefttZ,HipRightX,HipRightY,HipRightZ,timestamp
161.153061,-507.181641,1572.756836,194.551559,-551.123291,1806.421021,-27.870625,-189.264313,1554.067261,132.338409,-182.125031,1801.815796,148.863785,151.778564,1605.229858,211.338303,193.941864,1755.204712,0
66.798599,-440.182343,1594.960205,187.703293,-552.473694,1814.526733,-136.341141,-131.390884,1586.666382,126.538872,-183.930969,1810.950439,118.428009,158.046768,1617.866455,208.517319,189.628159,1755.577881,0
35.334946,-426.445435,1608.358032,190.191772,-548.312439,1808.869873,-156.963760,-111.684128,1610.789551,123.761002,-181.539215,1810.022339,117.083282,159.940109,1620.093384,209.139450,190.570709,1756.242065,0
-57.847248,-370.525421,1634.036499,192.136520,-554.540344,1813.110840,-221.098312,-34.105568,1645.119263,126.527786,-182.240448,1813.601318,112.001968,170.395569,1623.823364,211.859802,195.369263,1758.557861,0
-102.918404,-333.200104,1643.877075,191.164978,-556.511658,1811.543457,-254.511978,8.893758,1661.916748,127.331345,-183.416306,1816.777222,99.608772,173.029251,1625.770264,214.775177,192.194962,1749.044556,0
-130.053818,-309.273590,1660.938721,192.579987,-565.711792,1812.211914,-269.724945,42.010830,1679.504639,128.520370,-188.676849,1817.134399,100.764503,171.812256,1627.217896,220.714066,189.871536,1748.514282,0
-191.283371,-251.488983,1676.792114,198.305237,-562.518005,1808.287964,-285.041718,112.637779,1700.902344,127.958000,-188.346390,1811.371460,95.292572,175.347076,1618.184814,215.481506,188.696228,1738.756836,0
-214.149094,-206.357559,1694.366211,197.780792,-559.270508,1807.530518,-291.772278,158.258179,1730.456055,126.113892,-187.648331,1807.883423,81.586380,181.469604,1613.642212,205.629181,187.534683,1729.362305,0
-227.512421,-169.132187,1700.513794,197.454865,-560.255615,1806.297119,-294.189575,198.918716,1727.300537,126.060158,-188.097382,1806.487549,80.023178,182.854111,1610.367188,203.450745,187.860397,1727.103882,0
-234.864716,-141.344543,1702.140869,197.026077,-558.448303,1803.998535,-296.037750,226.300156,1729.115356,124.832108,-187.809586,1804.751709,72.873642,187.473816,1605.515015,196.243591,187.061249,1721.544067,0
-234.763824,-123.881027,1692.682007,197.123520,-557.760559,1804.206177,-295.476685,243.120453,1729.923706,124.422585,-187.117447,1796.636841,69.027702,188.367798,1598.920166,195.163422,187.763138,1712.053955,0
-229.731506,-125.993996,1681.159912,197.599380,-559.552612,1798.489136,-302.337555,240.329742,1716.839355,121.925873,-188.160522,1791.025269,66.541466,186.091690,1594.051636,195.240768,187.353531,1705.159546,0
-229.064407,-134.480347,1670.176758,197.100342,-561.058899,1795.973022,-308.779449,231.982361,1698.733765,121.893967,-188.579330,1788.240479,65.992722,184.605957,1588.335693,194.944092,187.444702,1699.793945,0
-227.383621,-152.953857,1659.721924,197.344849,-559.877808,1798.423706,-312.944305,212.982590,1685.275757,120.946144,-187.147461,1787.503662,67.048164,185.377197,1584.339966,199.382965,186.714310,1692.187378,0
-215.691711,-224.109055,1636.935547,194.423950,-561.724121,1799.645996,-309.615112,139.485184,1658.928833,121.722900,-189.010132,1782.391113,73.842766,182.877106,1581.413086,206.422897,183.318207,1688.605591,0
-195.842239,-311.725983,1602.892090,189.391525,-562.786987,1800.418213,-292.974579,50.751522,1619.953979,116.604050,-190.808090,1779.586304,76.070709,176.411240,1569.760620,207.253204,177.556610,1678.285034,0
-185.580704,-366.757904,1579.157104,189.097687,-561.494141,1795.043945,-273.768616,-4.630357,1599.058716,116.454971,-191.816086,1777.236572,74.643623,167.359161,1559.623657,201.864777,173.703461,1670.939453,0
-153.252167,-444.568848,1530.962280,190.080093,-560.346191,1798.084961,-231.310822,-84.537209,1550.785156,115.264496,-195.985092,1772.961792,74.436394,151.078400,1555.898438,196.193542,166.558990,1669.453613,0
-141.777344,-468.467285,1496.812500,190.623932,-560.172180,1797.231812,-214.857727,-108.984810,1530.487305,112.927910,-196.908218,1773.251343,72.802628,146.899292,1549.250732,193.957153,163.002350,1662.996094,0
-116.250366,-533.767090,1482.526123,188.188858,-556.860779,1792.528687,-149.717606,-169.397446,1494.732544,98.083649,-199.127884,1764.648682,72.911285,139.735397,1535.031860,184.337708,157.711594,1656.662842,0
-64.113861,-555.162170,1432.112915,190.116013,-561.987671,1793.461182,-112.738403,-193.750000,1433.663696,88.682663,-210.135666,1752.114746,78.126404,128.261414,1507.703125,159.304428,150.241470,1649.986572,0
-48.455307,-585.613953,1414.890381,192.978561,-570.286621,1796.129883,-84.148384,-220.674957,1405.240479,75.108604,-220.915527,1758.186523,83.416084,111.011963,1501.254639,150.494156,139.310303,1650.714355,0
-22.740845,-593.208557,1396.294678,192.422424,-576.840149,1793.881226,-71.667427,-226.005768,1370.965332,53.938797,-232.025269,1741.782959,83.332588,111.714432,1484.429565,135.470810,134.296768,1642.838257,0
-12.564712,-594.217896,1367.497314,176.822601,-572.799561,1737.724365,-65.411392,-230.461304,1310.677490,7.833660,-240.491547,1689.973877,75.719002,103.436050,1452.310669,120.866402,123.529915,1613.479980,0
6.318819,-603.486145,1361.121704,113.100365,-557.631348,1708.984497,-61.786678,-244.008148,1289.837524,-72.083626,-236.004028,1644.598022,59.442280,94.714035,1440.494019,82.834274,119.394875,1605.979248,0
11.067793,-626.167908,1354.161987,136.603210,-564.036377,1775.855103,-53.352238,-278.033386,1237.199219,-72.752937,-264.800415,1683.139771,49.143120,61.093071,1400.619385,50.895287,86.309586,1567.711792,0
-1.109559,-615.996216,1342.779419,136.293335,-558.444519,1787.364746,-59.341511,-274.149658,1208.935791,-64.680695,-267.839203,1659.911621,43.535217,61.716568,1375.917236,1.126632,94.346375,1535.661499,0
-11.779822,-622.183960,1334.713013,78.800713,-529.558472,1791.626465,-68.030838,-294.710449,1161.297974,-118.988312,-288.906799,1576.189209,37.179745,41.545509,1333.536865,-66.987602,82.046753,1461.463013,0
-7.278114,-623.376587,1328.396240,68.716240,-521.223450,1791.746216,-60.060547,-300.830261,1148.673218,-108.855484,-295.921478,1547.262817,49.521870,33.432308,1317.735352,-76.402222,72.378807,1423.586792,0
-1.515441,-611.876465,1314.926025,1.733206,-430.549103,1366.568237,-6.039262,-292.874603,1154.399902,-94.914017,-186.437424,1118.943970,64.273590,42.870407,1302.670776,-74.945587,86.605797,1372.717773,0
-1.233354,-612.425659,1315.330566,-1.977578,-434.834351,1370.111450,-5.643941,-293.305511,1154.503052,-95.341103,-189.563919,1122.019531,64.458427,42.755650,1302.789551,-74.900040,86.571350,1372.760376,0
0.104557,-622.054871,1336.572144,-28.539434,-447.564484,1402.782837,1.677498,-307.172760,1158.260376,-109.888336,-211.963791,1135.215088,66.339470,34.153728,1308.882935,-77.769951,82.379028,1370.575195,0
-9.066461,-631.157043,1349.056274,-129.018036,-404.224792,1658.814941,10.959517,-311.969666,1173.541260,-178.340225,-285.286194,1313.383545,66.058563,35.884033,1320.768066,-90.577690,84.749893,1341.156982,0
-8.924922,-638.100769,1353.651855,-192.771698,-451.519928,1744.534302,20.036924,-313.230103,1178.476807,-201.575089,-286.674805,1408.805908,59.465271,41.516361,1329.044312,-104.222939,77.995285,1323.449707,0
-8.029293,-630.063293,1350.241943,-310.755585,-438.800568,1727.599609,24.406590,-306.020844,1181.540649,-253.783615,-249.790131,1413.927734,40.772293,52.892120,1316.417114,-119.133430,84.863518,1284.168701,0
-14.033198,-619.368225,1340.483398,-371.399048,-414.224701,1715.210327,39.346825,-292.598541,1185.375610,-283.842804,-232.006516,1405.946533,27.585972,66.022263,1318.125732,-128.585587,88.592400,1267.503540,0
-14.932085,-615.770691,1335.324219,-433.094666,-379.459351,1664.039551,42.630917,-284.027283,1182.558228,-304.853485,-231.079071,1346.024902,15.937000,79.104340,1313.315430,-134.577927,100.106560,1242.705444,0
-19.833811,-613.324524,1333.799194,-535.304504,-322.405151,1579.568359,49.927719,-284.351318,1180.228882,-335.843445,-228.839523,1277.864624,2.125524,81.391830,1296.795532,-140.448715,97.614716,1210.281494,0
-69.780899,-588.751099,1429.283813,-594.288818,-291.587341,1509.975220,68.029045,-271.169067,1299.557007,-340.561432,-227.184540,1243.433716,-10.097072,107.597839,1308.408569,-134.627304,96.460220,1196.853638,0
-114.302727,-553.926086,1489.219116,-650.831909,-250.560379,1368.207275,29.928383,-240.778976,1362.578613,-338.276794,-243.433060,1168.174438,-43.611359,129.740448,1291.813721,-135.365234,82.391014,1161.236328,0
-147.613480,-546.829590,1531.696289,-680.211853,-256.785919,1295.697876,11.327003,-235.936676,1398.382568,-336.522705,-260.004486,1139.138428,-55.849323,131.738281,1283.297241,-135.206894,74.736588,1144.921631,0
-32.368706,-618.742859,1325.475464,-666.133057,-278.090637,1126.646118,44.730663,-270.167999,1235.153931,-299.479309,-276.605957,1063.104126,-53.405582,102.417152,1239.845093,-145.148056,73.694290,1103.410522,0
-35.284218,-615.796753,1326.365112,-640.986328,-292.323761,1043.109375,47.507931,-275.805359,1220.105957,-271.955536,-280.140930,1027.742065,-54.548058,92.964668,1215.465820,-150.229980,78.283470,1080.922119,0
-39.594933,-608.425171,1325.652100,-601.318604,-331.662750,969.087036,45.183128,-277.837982,1210.780518,-242.555527,-276.942169,995.694275,-53.528965,85.181435,1189.659790,-150.489853,82.584473,1058.402344,0
-40.902592,-607.984680,1320.875122,-487.011597,-417.543457,846.523621,23.652866,-274.270447,1211.164429,-163.104630,-280.746918,927.997803,-63.225998,82.665855,1142.457153,-149.761078,84.167747,1005.656616,0
-35.799099,-615.664124,1325.763062,-362.001770,-537.756165,759.931091,8.470148,-285.838745,1169.784058,-108.282402,-286.811310,862.809204,-73.097366,86.340729,1117.646118,-153.942856,78.588074,972.213867,0
-33.926903,-605.580627,1324.388794,-290.902161,-580.305786,734.347412,10.788515,-282.906097,1157.455933,-92.169121,-285.602051,836.687500,-77.373726,84.873657,1096.938843,-151.820099,75.244720,948.993103,0
-47.557041,-595.369324,1308.545532,-227.478745,-610.778076,722.754211,9.438642,-280.518860,1139.455444,-85.052040,-286.776062,814.831238,-72.177368,83.363747,1073.690186,-142.132996,70.283356,925.910339,0
-64.146400,-573.479553,1183.268555,-153.734344,-638.826538,696.690063,33.048897,-245.201859,1088.800049,-74.904404,-297.777496,775.914917,-106.953232,94.402588,1032.470703,-149.263519,49.561291,883.776306,0
-120.409157,-551.591553,1245.731934,-136.669220,-636.259766,688.505371,-45.513535,-227.194077,1130.518311,-60.553902,-296.124176,761.007263,-127.018768,110.743561,1007.848022,-144.738098,47.790688,862.180969,0
-147.388229,-513.827698,1273.654297,-131.298660,-633.118530,691.465454,-65.011826,-204.467117,1138.106934,-56.850544,-295.169250,752.020447,-132.032669,116.098915,979.754700,-139.889908,48.020546,837.870850,0
-163.157608,-479.138794,1286.040771,-129.140030,-627.526733,679.785950,-73.275475,-184.691803,1129.732910,-54.659290,-290.598694,731.393372,-134.233322,122.632431,949.855164,-145.062744,49.352882,812.012085,0
-185.386414,-468.176331,1286.755371,-126.691582,-626.129150,675.346436,-86.186943,-173.743454,1129.267944,-56.517960,-285.456360,729.359497,-136.647156,133.295990,939.463562,-142.169266,61.498501,798.968933,0
-127.808647,-515.499207,1117.308472,-121.021416,-620.221863,677.629272,-40.629723,-195.075928,1020.604980,-59.309715,-279.371918,724.167358,-132.603989,139.664795,918.323486,-142.823959,68.016830,779.273865,0
-129.141632,-526.515869,1057.991943,-120.030182,-619.508972,676.088318,-34.909866,-201.906525,983.316833,-58.779209,-278.085266,721.251343,-127.543152,141.665009,915.689026,-140.241043,70.061836,776.669556,0
-95.130585,-548.161316,1118.735596,-120.818405,-624.855286,672.127380,-14.160715,-223.041992,1020.765076,-61.101318,-280.829620,722.270752,-88.522316,120.000618,919.719238,-133.615585,72.762619,775.612366,0
-112.697853,-550.459534,1101.569946,-122.696060,-624.653809,673.203247,-12.499698,-228.652939,1007.315369,-62.828415,-279.401276,721.057922,-85.099152,121.064140,926.500671,-133.612961,74.112694,782.966003,0
-106.051781,-550.725037,1107.227417,-122.387032,-624.492310,673.375122,-8.351252,-231.105820,1005.355835,-63.863396,-279.621582,721.341431,-79.711235,118.918198,927.554871,-134.167923,72.839073,786.173950,0
-71.900421,-553.158997,1125.700928,-123.469009,-625.427795,674.721008,0.043780,-233.313141,1003.551819,-63.547855,-280.193207,721.720337,-75.137215,117.094246,928.901062,-135.758011,71.809608,789.555725,0
-73.176392,-552.625183,1120.275757,-120.997307,-626.915588,680.467651,6.900504,-234.613708,1000.523682,-65.058510,-281.770782,727.455933,-80.906136,114.144760,936.449219,-136.859772,69.510193,795.331726,0
-67.336380,-572.190552,1153.352295,-124.961304,-660.931580,685.620056,40.382908,-262.129120,1010.373230,-72.091774,-305.583160,728.373352,-62.944168,93.627296,954.633728,-127.950935,55.098320,811.033447,0
-71.153496,-578.170959,1170.782715,-113.716003,-656.809448,692.795837,26.037254,-270.926697,1038.182251,-78.640762,-309.181854,736.623047,-42.426319,77.720291,956.288940,-122.424454,41.429310,825.038208,0
-87.380844,-585.976379,1180.320190,-105.258438,-658.585876,699.573853,15.074857,-286.357635,1036.898804,-78.405449,-311.096039,743.433105,-29.725470,66.585129,961.221008,-122.157967,37.241550,837.053589,0
-92.445450,-602.306152,1195.262329,-105.602577,-673.216919,710.879822,30.324608,-314.287842,1038.964478,-95.946777,-324.129852,766.475952,-4.451279,44.222431,973.122925,-113.841492,29.218992,859.266235,0
-94.721962,-617.986084,1187.567139,-108.208908,-672.877686,709.580750,27.482430,-317.398712,1056.794800,-94.218643,-326.148315,777.105774,-3.499679,42.501831,997.537231,-106.077034,25.156895,877.880310,0
-96.243324,-618.644775,1201.293457,-107.355682,-668.748535,711.382019,32.992634,-317.338409,1078.458008,-94.043205,-323.331848,786.738098,-1.387447,41.391899,1012.609253,-103.940399,26.890623,892.393005,0
-83.437798,-630.641052,1268.004761,-111.932907,-668.503540,720.867188,35.912819,-326.017334,1121.452881,-95.483368,-318.352692,812.297729,-3.772791,42.494183,1063.702515,-96.268265,37.318253,930.219727,0
